header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Spalaan 12,5628 ZG Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42558666-spalaan-12/?navigateSource=resultlist,20220130_134838,"€ 315,000 kosten koper","€ 3,387    The asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1969,Living area93 m²Other space inside the building15 m²External storage space9 m²,93 m²,15 m²,9 m²,161 m²,350 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,"Skylight, optical fibre and TV via cable",C        What does this mean?,"Roof insulation, insulated walls and floor insulation",CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2020, to rent)",161 m²,Full ownership,Back garden and front garden,"73 m² (11,75 meter deep and 6,25 meter broad)",Roof terrace present,Detached brick storage,Electricity,Public parking,no
