header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Graaf van Bloisstraat 18,2805 RL Gouda        ,https://www.funda.nl/en/koop/gouda/huis-42558247-graaf-van-bloisstraat-18/?navigateSource=resultlist,20220127_231328,"€ 275,000 kosten koper","€ 3,438    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1907,Gable roof covered with roof tiles,Living area80 m²Exterior space attached to the building19 m²,80 m²,19 m²,69 m²,276 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories and a attic,F        What does this mean?,Double glazing and completely insulated,CH boiler,69 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"14 m² (3,78 meter deep and 3,83 meter broad)",Located at the east accessible via the rear,Roof terrace present,Public parking and resident's parking permits,no
