header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Mr. P.C. Hennequinstraat 22,4501 AT Oostburg        ,https://www.funda.nl/en/koop/oostburg/huis-88032794-mr-pc-hennequinstraat-22/?navigateSource=resultlist,20220128_064039,"€ 475,000 vrij op naam","€ 2,827    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (168 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Bungalow, detached residential property (semi-bungalow)",Resale property,2020,Gable roof,Living area168 m²Other space inside the building20 m²Exterior space attached to the building9 m²External storage space10 m²,168 m²,20 m²,9 m²,10 m²,283 m²,657 m³,4 rooms (3 bedrooms),2 stories,Mechanical ventilation,Not available,"Roof insulation, energy efficient window, insulated walls, floor insulation and completely insulated",CH boiler and partial floor heating,CH boiler,Vaillant (2020),283 m²,Alongside a quiet road and in center,Back garden,98 m² (7 meter deep and 14 meter broad),Located at the southwest accessible via the rear,Built-in and parking place,1 car,no
