header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Area,Garden,Back garden,Garden location,error
Baconstraat 22,4455 BK Nieuwdorp        ,https://www.funda.nl/en/koop/nieuwdorp/huis-88800406-baconstraat-22/?navigateSource=resultlist,20220130_161604,"€ 260,000 vrij op naam","€ 2,476    The asking price per m² (€ 260,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2022,Gable roof covered with roof tiles,Living area105 m²,105 m²,153 m²,388 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,A        What does this mean?,Completely insulated,Heat pump,Solar collectors,153 m²,Back garden,"78 m² (14 meter deep and 5,6 meter broad)",Located at the southeast accessible via the rear,no
