header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Vrijstaande parkwoningen (Bouwnr. 27),2801 CC Gouda        ,https://www.funda.nl/en/koop/gouda/huis-42588878-vrijstaande-parkwoningen-bouwnr-27/?navigateSource=resultlist,20220128_051616,"€ 725,000 vrij op naam","€ 4,677    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (155 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Desirable residence/villa, detached residential property",New property,2022,Flat roof,Living area155 m²External storage space6 m²,155 m²,6 m²,520 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,3 stories,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,"Alongside park, alongside a quiet road and in residential district",Surrounded by garden,Detached wooden storage,Parking place,Parking on private property,no
