header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Ownership situation,error
Rustenburgerstraat 140 PP,1073 GJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-88032699-rustenburgerstraat-140-pp/?navigateSource=resultlist,20220130_201617,"€ 52,000 kosten koper",2 weeks,Available,Available in consultation,Underground parking,Resale property,Full ownership,no
