header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Spectrumsingel 63,2718 CZ Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-88049852-spectrumsingel-63/?navigateSource=resultlist,20220128_135307,"€ 425,000 kosten koper","€ 3,484    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1992,Flat roof covered with asphalt roofing,Living area122 m²Exterior space attached to the building6 m²External storage space8 m²,122 m²,6 m²,8 m²,124 m²,403 m³,5 rooms (4 bedrooms),1 bathroom,Shower and toilet,3 stories,Mechanical ventilation and TV via cable,B        What does this mean?,Completely insulated,CH boiler,CH boiler,Gas-fired combination boiler,124 m²,Full ownership,Back garden and front garden,Detached brick storage,Public parking,no
