header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Brouwersgracht 41 E,1015 GB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41395906-brouwersgracht-41-e/?navigateSource=resultlist,20220130_194042,"€ 1,100,000 kosten koper","€ 8,800    The asking price per m² (€ 1,100,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1625,Listed building (national monument),Living area125 m²,125 m²,391 m³,3 rooms (2 bedrooms),2 bathrooms,"Bath, 2 showers and 2 toilets",1 story,2nd floor,Not required,CH boiler,CH boiler,"Gas-fired, in ownership",Full ownership,"Alongside water, in center and unobstructed surrounding view",No,No,No,No,No,No,no
