header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Insulation,error
Leeuwenstraat 147,5646 BX Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42685649-leeuwenstraat-147/?navigateSource=resultlist,20220201_010847,"€ 350,000 kosten koper","€ 3,763    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1990,Living area93 m²Exterior space attached to the building13 m²External storage space16 m²,93 m²,13 m²,16 m²,160 m²,340 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,B        What does this mean?,160 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"66 m² (7,91 meter deep and 5,74 meter broad)",Located at the east accessible via the rear,Detached brick storage,No insulation,no
