header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jekerstraat 112,7523 VS Enschede        ,https://www.funda.nl/en/koop/enschede/appartement-88037644-jekerstraat-112/?navigateSource=resultlist,20220128_014733,"€ 175,000 kosten koper","€ 2,692    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1970,Living area65 m²Exterior space attached to the building9 m²External storage space11 m²,65 m²,9 m²,11 m²,200 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,2nd floor,E        What does this mean?,Full ownership,Yes,Yes,Yes,Yes,Yes,Yes,no
