header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of parking facilities,error
De Havenmeester - Gezinswoningen (Bouwnr. 9),6982 AE Doesburg        ,https://www.funda.nl/en/koop/doesburg/huis-42541236-de-havenmeester-gezinswoningen-bouwnr-9/?navigateSource=resultlist,20220129_102121,"€ 540,000 vrij op naam","€ 3,068    The asking price per m² (€ 540,000) is calculated by dividing the asking price of the home by the living area (176 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Under option,Available in consultation,"Single-family home, row house",New property,2022,Flat roof,Living area176 m²External storage space6 m²,176 m²,6 m²,181 m²,630 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,"Partial floor heating, heat recovery unit and heat pump",Electrical boiler,In residential district,Detached wooden storage,Parking on private property,no
