header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Govert Flinckstraat 111 2A,1072 EG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42681610-govert-flinckstraat-111-2a/?navigateSource=resultlist,20220131_000436,"€ 450,000 kosten koper","€ 8,824    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,€ 80.00 per month,Upstairs apartment (apartment),Resale property,1892,Gable roof covered with slate,Living area51 m²Other space inside the building3 m²,51 m²,3 m²,184 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,2 stories,2nd floor,D        What does this mean?,Double glazing and energy efficient window,Electric heating,Electrical boiler (rental),Full ownership,Alongside a quiet road and in center,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 80.00 per month),Yes,Yes,Yes,no
