header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kerdijkstraat 18 a,3038 XE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88913537-kerdijkstraat-18-a/?navigateSource=resultlist,20220126_003123,"€ 400,000 kosten koper","€ 3,604    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 425,000 kosten koper",3 months,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1933,Gable roof,Living area111 m²Exterior space attached to the building4 m²,111 m²,4 m²,367 m³,4 rooms (3 bedrooms),1 bathroom,Toilet,2 stories,2nd floor,E        What does this mean?,CH boiler,CH boiler,"Remeha (electrical from 2015, in ownership)",Full ownership,Full ownership,In residential district,Balcony present,Paid parking and resident's parking permits,No,No,No,No,No,Yes,no
