header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Combinatiepolder 61,5235 TS Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-88034732-combinatiepolder-61/?navigateSource=resultlist,20220201_113358,"€ 320,000 kosten koper","€ 3,200    The asking price per m² (€ 320,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1985,Living area100 m²External storage space6 m²,100 m²,6 m²,128 m²,341 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,"Outdoor awning, skylight, mechanical ventilation and rolldown shutters",B        What does this mean?,Completely insulated,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",128 m²,In residential district,Back garden and front garden,65 m² (13 meter deep and 5 meter broad),Located at the north,Detached brick storage,Electricity,Public parking,no
