header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of garage,Insulation.1,Type of parking facilities,error
Residentie de Veste I - type B (Bouwnr. 2),6411 NK Heerlen        ,https://www.funda.nl/en/koop/heerlen/appartement-42548825-residentie-de-veste-i-type-b-bouwnr-2/?navigateSource=resultlist,20220130_125634,"€ 515,000 vrij op naam","€ 2,861    The asking price per m² (€ 515,000) is calculated by dividing the asking price of the home by the living area (180 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Under offer,Available in consultation,Residential property with shared street entrance (apartment),New property,2022,Flat roof covered with asphalt roofing,Living area180 m²Exterior space attached to the building20 m²,180 m²,20 m²,525 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,2nd floor,A        What does this mean?,Double glazing,District heating,District heating,In center,Built-in,Parking place,Double glazing,Parking on gated property and parking on private property,no
