header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Burgemeester Beckersstraat 8,6265 AV Sint Geertruid        ,https://www.funda.nl/en/koop/sint-geertruid/huis-42684042-burgemeester-beckersstraat-8/?navigateSource=resultlist,20220129_021903,"€ 210,000 kosten koper","€ 2,442    The asking price per m² (€ 210,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1980,Gable roof covered with asphalt roofing and roof tiles,Living area86 m²Other space inside the building25 m²External storage space5 m²,86 m²,25 m²,5 m²,137 m²,379 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,Skylight and mechanical ventilation,C        What does this mean?,Roof insulation and partly double glazed,CH boiler,CH boiler,"Nefit Ecomline HR (gas-fired combination boiler from 2003, in ownership)",137 m²,Full ownership,"Alongside a quiet road, in residential district and rural",Back garden,Attached brick storage,Electricity,Public parking,no
