header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of garage,Type of parking facilities,error
KOER 9-00-07,3072 DB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42660627-koer-9-00-07/?navigateSource=resultlist,20220126_010758,"€ 577,500 vrij op naam","€ 4,936    The asking price per m² (€ 577,500) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Ground-floor apartment (apartment),New property,2024,Flat roof covered with other,SWK garantiecertificaat,Living area117 m²,117 m²,351 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 stories,Ground floor,"Balanced ventilation system, outdoor awning, optical fibre and solar panels",A        What does this mean?,Completely insulated,District heating and complete floor heating,District heating,"Alongside a quiet road, sheltered location and in residential district",Back garden,"17 m² (3,6 meter deep and 4,6 meter broad)",Located at the west accessible via the rear,Balcony present,Underground parking and parking place,Paid parking and public parking,no
