header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Hot water,Location,Garden,Sun terrace,Garden location,Shed / storage,Insulation.1,Type of garage,Capacity,Facilities,Type of parking facilities,error
Badhuiskade 353,1031 KV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41121211-badhuiskade-353/?navigateSource=resultlist,20220130_220851,"€ 3,680,000 vrij op naam","€ 9,840    The asking price per m² (€ 3,680,000) is calculated by dividing the asking price of the home by the living area (374 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available immediately,Penthouse (apartment),New property,2020,Living area374 m²Exterior space attached to the building46 m²,374 m²,46 m²,"1,122 m³",4 rooms (3 bedrooms),2 stories,23rd floor,A+++        What does this mean?,Completely insulated,Central facility and solar collectors,"Alongside park, alongside water, in center, in residential district and unobstructed surrounding view",Sun terrace,50 m² (5 meter deep and 10 meter broad),Located at the northwest,Built-in,Completely insulated,Garage and underground parking,2 cars,Electricity,Parking garage,no
