header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Seinpostduin 26 A,2586 EG Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42673539-seinpostduin-26-a/?navigateSource=resultlist,20220131_231112,"€ 395,000 kosten koper","€ 3,950    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available immediately,€ 150.00 per month,Upstairs apartment (apartment),Resale property,1906,Protected townscape or village view (permit needed for alterations),Flat roof,Living area100 m²,100 m²,330 m³,3 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2007, in ownership)",Full ownership,In residential district and seaview,Parking on private property,No,No,No,No,No,No,no
