header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Herman Gorterlaan 662,5644 SV Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42658671-herman-gorterlaan-662/?navigateSource=resultlist,20220201_005650,"€ 550,000 kosten koper","€ 4,583    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,Apartment with shared street entrance,Resale property,2007,Living area120 m²Exterior space attached to the building8 m²External storage space7 m²,120 m²,8 m²,7 m²,395 m³,3 rooms (2 bedrooms),1 story,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,"Alongside park, in residential district and unobstructed surrounding view",Underground parking,No,No,No,No,No,No,no
