header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Gretrystraat 1 a,4614 VE Bergen op Zoom        ,https://www.funda.nl/en/koop/bergen-op-zoom/huis-88029804-gretrystraat-1-a/?navigateSource=resultlist,20220129_054510,"€ 349,500 kosten koper","€ 2,865    The asking price per m² (€ 349,500) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1977,Gable roof covered with roof tiles,Living area122 m²,122 m²,196 m²,385 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Skylight, mechanical ventilation, flue and TV via cable",B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2018, in ownership)",196 m²,Full ownership,In residential district,Surrounded by garden,Attached brick garage,1 car,Electrical door and electricity,Public parking,no
