header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,error
Admiraal de Ruyterstraat 86,3361 VD Sliedrecht        ,https://www.funda.nl/en/koop/sliedrecht/huis-42687248-admiraal-de-ruyterstraat-86/?navigateSource=resultlist,20220128_083654,"€ 249,500 kosten koper","€ 3,006    The asking price per m² (€ 249,500) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1930,Living area83 m²Other space inside the building4 m²External storage space10 m²,83 m²,4 m²,10 m²,121 m²,270 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,"2 stories, a/an attic and a basement",D        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler from 2005, in ownership",121 m²,Full ownership,In residential district,Back garden and front garden,"35 m² (10 meter deep and 3,5 meter broad)",Located at the northeast accessible via the rear,Attached brick storage,Electricity,no
