header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zijldonk 34,2317 XZ Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-88045485-zijldonk-34/?navigateSource=resultlist,20220127_202937,"€ 250,000 kosten koper","€ 2,874    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,€ 158.00 per month,Galleried apartment (apartment),Resale property,1973,Flat roof,Living area87 m²Exterior space attached to the building16 m²External storage space8 m²,87 m²,16 m²,8 m²,230 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,E            2.30What does this mean?,Double glazing,Communal central heating,Central facility,See deed,Alongside a quiet road and in residential district,Balcony present,Built-in,Electricity,Public parking,Yes,Yes,Yes (€ 158.00 per month),Yes,Yes,Yes,no
