header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Leidsegracht 95,1017 NC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42589615-leidsegracht-95/?navigateSource=resultlist,20220130_224921,"€ 1,295,000 kosten koper","€ 15,417    The asking price per m² (€ 1,295,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Property alongside canal, row house",Resale property,1750,"Protected townscape or village view (permit needed for alterations), furnished and listed building (national monument)",Living area84 m²Other space inside the building54 m²,84 m²,54 m²,33 m²,413 m³,6 rooms (3 bedrooms),2 bathrooms,"Bath, shower and 2 toilets",5 stories,Air conditioning and alarm installation,Not required,"CH boiler, fireplace and partial floor heating",CH boiler,"HR (gas-fired combination boiler from 2014, in ownership)",33 m²,Full ownership,On navigable waterway and in center,Paid parking and resident's parking permits,no
