header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Type of parking facilities,error
Hemonystraat 14,1074 BP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88982124-hemonystraat-14/?navigateSource=resultlist,20220130_180732,"€ 2,150,000 kosten koper","€ 7,465    The asking price per m² (€ 2,150,000) is calculated by dividing the asking price of the home by the living area (288 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Desirable residence/villa, corner house",Resale property,1883,Double occupancy present,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area288 m²Other space inside the building4 m²Exterior space attached to the building5 m²,288 m²,4 m²,5 m²,100 m²,"1,086 m³",8 rooms (4 bedrooms),1 bathroom and 3 separate toilets,"Bath, shower and toilet",5 stories,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Combi ketel (gas-fired, in ownership)",100 m²,Alongside a quiet road and in residential district,Back garden,Paid parking and public parking,no
