header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Insulation.1,Type of garage,Capacity,error
Muiderlaan,1087 VA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41835612-muiderlaan/?navigateSource=resultlist,20220130_220054,"€ 520,000 vrij op naam","€ 4,602    The asking price per m² (€ 520,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Double ground-floor apartment (apartment),New property,2020,Flat roof covered with asphalt roofing,Living area113 m²Exterior space attached to the building5 m²External storage space5 m²,113 m²,5 m²,5 m²,450 m³,4 rooms (3 bedrooms),3 stories,1st floor,A+++        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",Geothermal heating,On navigable waterway and alongside water,Back garden,"24 m² (5,4 meter deep and 4,5 meter broad)",Located at the east accessible via the rear,Storage box,Completely insulated,Built-in and underground parking,1 car,no
