header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Garden,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kloosterhof 2,1261 WK Blaricum        ,https://www.funda.nl/en/koop/blaricum/appartement-42526946-kloosterhof-2/?navigateSource=resultlist,20220129_033330,"€ 775,000 kosten koper","€ 4,586    The asking price per m² (€ 775,000) is calculated by dividing the asking price of the home by the living area (169 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Penthouse (apartment with open entrance to street),Resale property,1992,Flat roof covered with asphalt roofing,Living area169 m²Exterior space attached to the building64 m²,169 m²,64 m²,486 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,Flue,B            1.25What does this mean?,CH boiler,CH boiler and electrical boiler,"Gas-fired combination boiler, in ownership",Full ownership,Sun terrace,Roof terrace present,Public parking,No,No,No,No,No,No,no
