header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Kind of house,Area,Number of rooms,Volume in cubic meters,Energy label,Building type,Year of construction,error
Korenaar 1,4693 RT Poortvliet        ,https://www.funda.nl/en/koop/poortvliet/huis-88048280-korenaar-1/?navigateSource=resultlist,20220129_040804,Price on request,"January 27, 2022","Single-family home, detached residential property",157 m² residential surface area / 415 m² plot surface area,4 rooms (3 bedrooms),592 m³,Not available,New property,2022,no
