header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Oldenbarneveldtstraat 86 IV,1052 KG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42671100-van-oldenbarneveldtstraat-86-iv/?navigateSource=resultlist,20220130_193100,"€ 550,000 kosten koper","€ 8,209    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1893,Flat roof covered with asphalt roofing,Living area67 m²,67 m²,201 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,4th floor,Mechanical ventilation,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2015, in ownership)",Full ownership,Full ownership,Alongside a quiet road and in residential district,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
