header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Ereprijsveld 15,2492 LS Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88024426-ereprijsveld-15/?navigateSource=resultlist,20220131_223119,"€ 475,000 kosten koper","€ 3,345    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1991-2000,Shed roof,Living area142 m²External storage space8 m²,142 m²,8 m²,137 m²,476 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,B        What does this mean?,Double glazing and completely insulated,CH boiler,"Gas-fired combination boiler, in ownership",137 m²,Full ownership,Sheltered location and in residential district,Back garden and front garden,"43 m² (7,6 meter deep and 5,62 meter broad)",Located at the southeast accessible via the rear,Detached brick storage,Public parking,no
