header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,Office space,error
Wagenmaker 8,6641 EW Beuningen (GE)        ,https://www.funda.nl/en/koop/beuningen-ge/huis-88026308-wagenmaker-8/?navigateSource=resultlist,20220129_065319,"€ 387,000 kosten koper","€ 2,764    The asking price per m² (€ 387,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,"Single-family home, double house",Resale property,1983,Living area140 m²Other space inside the building17 m²Exterior space attached to the building3 m²External storage space6 m²,140 m²,17 m²,3 m²,6 m²,225 m²,509 m³,7 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Optical fibre, mechanical ventilation and solar panels",C        What does this mean?,Mostly double glazed,CH boiler,CH boiler,Remeha (in ownership),225 m²,In residential district,Back garden and front garden,Detached wooden storage,Electricity,Public parking,        Not yet present but possible (built-in)    ,no
