header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Strevenaer 14,2959 BJ Streefkerk        ,https://www.funda.nl/en/koop/streefkerk/appartement-88033432-strevenaer-14/?navigateSource=resultlist,20220128_080502,"€ 325,000 kosten koper","€ 3,779    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 86 per month,2 weeks,Available,Available in consultation,€ 151.00 per month,Galleried apartment (apartment),Resale property,2006,Living area86 m²,86 m²,274 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,2nd floor,A        What does this mean?,CH boiler,CH boiler,Intergas Kompakt HR (gas-fired combination boiler from 2005),Full ownership,Balcony present,Storage box,Parking place,Parking on private property,Yes,No,Yes (€ 151.00 per month),Yes,No,No,no
