header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Buitenhof 21,7961 DJ Ruinerwold        ,https://www.funda.nl/en/koop/ruinerwold/huis-42679106-buitenhof-21/?navigateSource=resultlist,20220130_141237,"€ 250,000 kosten koper","€ 2,193    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2018,Gable roof covered with roof tiles,Living area114 m²External storage space9 m²,114 m²,9 m²,140 m²,404 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Optical fibre and mechanical ventilation,A        What does this mean?,CH boiler and partial floor heating,CH boiler,"HR (gas-fired combination boiler from 2018, in ownership)",140 m²,Full ownership,Alongside a quiet road and unobstructed surrounding view,Back garden,50 m² (10 meter deep and 5 meter broad),Located at the southwest accessible via the rear,Detached wooden storage,Public parking,no
