header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Schoutenlaan 95,4931 RP Geertruidenberg        ,https://www.funda.nl/en/koop/geertruidenberg/huis-42531044-schoutenlaan-95/?navigateSource=resultlist,20220129_061905,"€ 249,500 kosten koper","€ 2,654    The asking price per m² (€ 249,500) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1986,Living area94 m²External storage space6 m²,94 m²,6 m²,156 m²,323 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories and a attic,Rolldown shutters,C            1.56What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,Water heater,156 m²,Full ownership,"Back garden, front garden and sun terrace",75 m² (15 meter deep and 5 meter broad),Located at the east accessible via the rear,Detached brick storage,Electricity,Public parking,no
