header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Baanstraat 15,3581 VS Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42659317-baanstraat-15/?navigateSource=resultlist,20220131_155728,"€ 295,000 kosten koper","€ 6,413    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (46 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 70 per month,6 weeks,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,1920,Combination roof,Living area46 m²Other space inside the building13 m²,46 m²,13 m²,207 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath,2 stories,Ground floor,E        What does this mean?,CH boiler,CH boiler,Combination boiler from 2006,Full ownership,Alongside a quiet road and sheltered location,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
