header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Vrieseweg 78 A,3311 NX Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/appartement-42557433-vrieseweg-78-a/?navigateSource=resultlist,20220129_190244,"€ 450,000 kosten koper","€ 4,455    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,€ 150.00 per month,Residential property with shared street entrance (apartment),Resale property,1896,Combination roof covered with asphalt roofing and roof tiles,Living area101 m²Exterior space attached to the building48 m²,101 m²,48 m²,376 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,2nd floor,Elevator and sliding door,A        What does this mean?,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2020, in ownership)",Full ownership,In center,Roof terrace present,Paid parking and parking on private property,Yes,Yes,Yes (€ 150.00 per month),Yes,Yes,Yes,no
