header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Bastenakenstraat 122,1066 JG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-41159410-bastenakenstraat-122/?navigateSource=resultlist,20220130_211543,"€ 675,000 kosten koper","€ 5,233    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (129 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1993,Flat roof covered with asphalt roofing,Living area129 m²Other space inside the building10 m²,129 m²,10 m²,220 m²,447 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories,"Mechanical ventilation, passive ventilation system, sliding door and TV via cable",B        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",220 m²,Municipal long-term lease,Paid until 01-10-2042,Back garden,Built-in,Electricity,Parking on private property,no
