header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of garage,Capacity,Type of parking facilities,error
Schubertlaan 9,5343 EN Oss        ,https://www.funda.nl/en/koop/oss/huis-88049153-schubertlaan-9/?navigateSource=resultlist,20220129_093152,"€ 595,000 kosten koper","€ 4,577    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","January 18, 2022",Available,Available in consultation,"Single-family home, detached residential property",Resale property,1973,Flat roof,Living area130 m²Other space inside the building24 m²Exterior space attached to the building11 m²,130 m²,24 m²,11 m²,642 m²,561 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Daalderop Combifort 30/50 (gas-fired from 2006, in ownership)",642 m²,Full ownership,Surrounded by garden,Built-in,1 car,Parking on private property,no
