header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lombardpassage 6,5211 JM Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42696993-lombardpassage-6/?navigateSource=resultlist,20220201_110851,"€ 575,000 kosten koper","€ 4,107    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,€ 211.59 per month,Ground-floor apartment,Resale property,1987,Living area140 m²,140 m²,591 m³,6 rooms,1 separate toilet,1 story,Ground floor,Not available,CH boiler,CH boiler,Full ownership,In center,Yes,Yes,Yes (€ 211.59 per month),Yes,Yes,Yes,no
