header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Location.1,Garden location,Shed / storage,Type of parking facilities,error
William Boothstraat 1,8861 TL Harlingen        ,https://www.funda.nl/en/koop/harlingen/huis-42516263-william-boothstraat-1/?navigateSource=resultlist,20220129_072329,"€ 189,500 kosten koper","€ 2,429    The asking price per m² (€ 189,500) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1930,Protected townscape or village view (permit needed for alterations),Living area78 m²External storage space2 m²,78 m²,2 m²,96 m²,302 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a loft,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,Atag (in ownership),96 m²,Full ownership,In center,Location,"23 m² (9 meter deep and 2,5 meter broad)",Located at the east accessible via the rear,Detached brick storage,Paid parking and resident's parking permits,no
