header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of property,Plot size,Ownership situation,Location,error
Dwarsplaatsen Zuid,9514 Gasselternijveen        ,https://www.funda.nl/en/koop/gasselternijveen/bouwgrond-40172638-dwarsplaatsen-zuid/?navigateSource=resultlist,20220128_070514,"€ 131,000 vrij op naam","€ 129,000 vrij op naam",6+ months,Available,Available in consultation,Building plot,782 m²,Full ownership,In wooded surroundings and in residential district,no
