header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Singel 233 I-II,1012 WE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42674595-singel-233-i-ii/?navigateSource=resultlist,20220130_220530,"€ 995,000 kosten koper","€ 5,528    The asking price per m² (€ 995,000) is calculated by dividing the asking price of the home by the living area (180 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1750,Listed building (national monument),Living area180 m²Other space inside the building15 m²Exterior space attached to the building4 m²,180 m²,15 m²,4 m²,678 m³,9 rooms (7 bedrooms),3 bathrooms and 1 separate toilet,"Bath, 3 showers and 2 toilets",3 stories,TV via cable,Not required,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,"On navigable waterway, alongside water, in center and unobstructed surrounding view",Balcony present,Yes,No,No,Yes,No,No,no
