header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,error
Sophiastraat 16,6433 JD Hoensbroek        ,https://www.funda.nl/en/koop/hoensbroek/huis-42574654-sophiastraat-16/?navigateSource=resultlist,20220128_010830,"€ 169,000 kosten koper","€ 1,760    The asking price per m² (€ 169,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1959,Living area96 m²Other space inside the building7 m²External storage space9 m²,96 m²,7 m²,9 m²,166 m²,411 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories and a basement,E        What does this mean?,Partly double glazed,CH boiler,CH boiler,Combination boiler,166 m²,Full ownership,Back garden,"81 m² (15 meter deep and 5,4 meter broad)",Located at the southwest accessible via the rear,no
