header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Kattenburgerplein 27,1018 KK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42445912-kattenburgerplein-27/?navigateSource=resultlist,20220130_183759,"€ 795,000 vrij op naam","€ 7,098    The asking price per m² (€ 795,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,"Houseboat, detached residential property",Resale property,1949,Combination roof covered with other,Living area112 m²External storage space5 m²,112 m²,5 m²,336 m³,4 rooms (3 bedrooms),2 bathrooms,2 showers and toilet,1 story,TV via cable,Not available,Roof insulation,CH boiler,CH boiler,"HR (gas-fired combination boiler from 2014, in ownership)",1 m²,Full ownership,"On navigable waterway, alongside water, in center and unobstructed surrounding view",Paid parking and resident's parking permits,no
