header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Dimensions,Ownership situation,error
Westelijk Halfrond 219 G64,1183 HW Amstelveen        ,https://www.funda.nl/en/koop/amstelveen/parkeergelegenheid-42680626-westelijk-halfrond-219-g64/?navigateSource=resultlist,20220129_210058,"€ 40,000 kosten koper","January 22, 2022",Available,Available in consultation,Garage,Resale property,Electricity,"5,76 meter deep and 2,83 meter broad",Full ownership,no
