header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Butskopweg 18,1035 HV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42684139-butskopweg-18/?navigateSource=resultlist,20220130_220708,"€ 725,000 kosten koper","€ 4,899    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (148 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1994,Flat roof covered with asphalt roofing,Living area148 m²External storage space4 m²,148 m²,4 m²,272 m²,504 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,3 stories,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2008, in ownership)",272 m²,Municipal ownership encumbered with long-term leaset,Paid until 16-12-2043,"Alongside water, in residential district and unobstructed surrounding view","Back garden, front garden and side garden","95 m² (10 meter deep and 9,5 meter broad)",Located at the southeast,Detached wooden storage,Carport,Parking on private property,no
