header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Leoncavallostraatje 12,2272 VG Voorburg        ,https://www.funda.nl/en/koop/voorburg/huis-42667804-leoncavallostraatje-12/?navigateSource=resultlist,20220130_141427,"€ 669,000 kosten koper","€ 4,646    The asking price per m² (€ 669,000) is calculated by dividing the asking price of the home by the living area (144 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2002,Living area144 m²External storage space10 m²,144 m²,10 m²,83 m²,521 m³,6 rooms (5 bedrooms),2 bathrooms and 2 separate toilets,Bath and shower,3 stories,Outdoor awning and solar panels,A        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Gas-fired from 2019, in ownership",83 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"51 m² (9,3 meter deep and 5,5 meter broad)",Located at the southwest accessible via the rear,Attached brick storage,Underground parking and parking place,"Parking on private property, public parking and parking garage",no
