header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Wolmaransstraat 160,2572 EN Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88051931-wolmaransstraat-160/?navigateSource=resultlist,20220131_211920,"€ 450,000 kosten koper","€ 3,333    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,2007,Combination roof,Living area135 m²External storage space3 m²,135 m²,3 m²,88 m²,438 m³,5 rooms (4 bedrooms),1 separate toilet,3 stories,A        What does this mean?,88 m²,Ownership encumbered with long-term leaset,Bought off for eternity,In residential district,Back garden,"18 m² (4 meter deep and 4,5 meter broad)",Located at the northeast,Public parking,no
