header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Appelweg 10,1033 AT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88036072-appelweg-10/?navigateSource=resultlist,20220130_195620,"€ 715,000 kosten koper","€ 6,384    The asking price per m² (€ 715,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1988,Living area112 m²External storage space13 m²,112 m²,13 m²,338 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,"Mechanical ventilation, rolldown shutters, flue and solar panels",Not available,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Gas-fired, in ownership",1 m²,See deed,"Alongside a quiet road, on navigable waterway, alongside water, sheltered location, in residential district, freestanding location and unobstructed surrounding view",Front garden,Detached wooden storage,Electricity,Public parking,no
