header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Adrianalaan 161,3053 MB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42674380-adrianalaan-161/?navigateSource=resultlist,20220126_175412,"€ 725,000 kosten koper","€ 4,866    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (149 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1930,Gable roof covered with roof tiles,Living area149 m²Other space inside the building54 m²Exterior space attached to the building7 m²,149 m²,54 m²,7 m²,174 m²,630 m³,8 rooms,1 separate toilet,4 stories,F        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",174 m²,Full ownership,Back garden and front garden,"70 m² (11,9 meter deep and 5,89 meter broad)",Located at the northeast accessible via the rear,Public parking,no
