header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Type of property,Plot size,Acceptance,Status,error
Ligusterhaag,5091 BE Oost West en Middelbeers        ,https://www.funda.nl/en/koop/oost-west-en-middelbeers/bouwgrond-83600402-ligusterhaag/?navigateSource=resultlist,20220129_104542,"€ 195,650 vrij op naam",6+ months,Building plot,559 m²,Available immediately,Available,no
