header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,Capacity,Type of parking facilities,error
Hof van Putten 16,6721 TL Bennekom        ,https://www.funda.nl/en/koop/bennekom/huis-88016074-hof-van-putten-16/?navigateSource=resultlist,20220129_052836,"€ 339,000 kosten koper","€ 2,825    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1973,Gable roof covered with roof tiles,Living area120 m²External storage space9 m²,120 m²,9 m²,163 m²,425 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Skylight, passive ventilation system and TV via cable",C        What does this mean?,CH boiler,CH boiler,"Nefit Ecomline (1999, in ownership)",163 m²,Full ownership,Back garden and front garden,"75 m² (12,5 meter deep and 6 meter broad)",Located at the northeast accessible via the rear,Detached brick storage,Electricity,Garage,1 car,Public parking,no
