header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Zuiderhaven 35,8861 CK Harlingen        ,https://www.funda.nl/en/koop/harlingen/huis-42688746-zuiderhaven-35/?navigateSource=resultlist,20220127_224011,"€ 365,000 kosten koper","€ 3,174    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1880,Flat roof covered with asphalt roofing and roof tiles,Living area115 m²Other space inside the building5 m²Exterior space attached to the building4 m²,115 m²,5 m²,4 m²,66 m²,427 m³,4 rooms (2 bedrooms),1 bathroom,Shower and toilet,3 stories,Not available,CH boiler,CH boiler,"Atag (gas-fired from 2004, in ownership)",66 m²,Full ownership,"On navigable waterway, alongside water and in center","Paid parking, public parking and resident's parking permits",no
