header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Beursstraat 8,4381 CD Vlissingen        ,https://www.funda.nl/en/koop/vlissingen/huis-42442290-beursstraat-8/?navigateSource=resultlist,20220129_071903,"€ 575,000 kosten koper","€ 4,137    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (139 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1701,Listed building (national monument),Gable roof covered with roof tiles,Living area139 m²,139 m²,48 m²,470 m³,9 rooms (4 bedrooms),3 bathrooms,3 toilets,4 stories and a attic,Mechanical ventilation and TV via cable,Not required,Roof insulation and no cavity wall,CH boiler,CH boiler,"2 ketels (gas-fired combination boiler, in ownership)",48 m²,Full ownership,In center,Paid parking and resident's parking permits,no
