header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Moerashoeve 77,3438 LE Nieuwegein        ,https://www.funda.nl/en/koop/nieuwegein/appartement-88909147-moerashoeve-77/?navigateSource=resultlist,20220129_044332,"€ 275,000 kosten koper","€ 4,231    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,€ 83.00 per month,Galleried apartment (apartment),Resale property,2011-2020,Flat roof,Living area65 m²Exterior space attached to the building6 m²,65 m²,6 m²,216 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,3rd floor,"Outdoor awning, elevator and sliding door",A        What does this mean?,Double glazing,District heating,District heating,Full ownership,Alongside a quiet road,Balcony present,Underground parking,Parking garage,Yes,Yes,Yes (€ 83.00 per month),Yes,Yes,Yes,no
