header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Lange Maat 125,6932 AC Westervoort        ,https://www.funda.nl/en/koop/westervoort/huis-42559276-lange-maat-125/?navigateSource=resultlist,20220130_134826,"€ 245,000 kosten koper","€ 2,379    The asking price per m² (€ 245,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1983,Living area103 m²External storage space6 m²,103 m²,6 m²,154 m²,337 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories and a attic,C        What does this mean?,"Roof insulation, insulated walls, floor insulation and completely insulated",CH boiler,CH boiler,Remeha (2015),154 m²,Full ownership,"Alongside a quiet road, alongside water and in residential district",Back garden and front garden,80 m² (9 meter deep and 9 meter broad),Located at the west accessible via the rear,no
