header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Parkwoningen (Bouwnr. 50),4703 HT Roosendaal        ,https://www.funda.nl/en/koop/roosendaal/huis-42518052-parkwoningen-bouwnr-50/?navigateSource=resultlist,20220129_072538,"€ 445,000 vrij op naam","€ 2,816    The asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (158 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, double house",New property,2023,Flat roof,Living area158 m²External storage space6 m²,158 m²,6 m²,542 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,Mechanical ventilation,A        What does this mean?,"Double glazing, energy efficient window and completely insulated","District heating, complete floor heating and heat recovery unit",Electrical boiler and district heating,In residential district,Back garden and front garden,Storage box,Underground parking and parking place,Parking on gated property and parking garage,no
