header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Ownership situation,Fees,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jaap Edendreef 26,3562 AV Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88039503-jaap-edendreef-26/?navigateSource=resultlist,20220131_155705,"€ 249,000 kosten koper","€ 4,446    The asking price per m² (€ 249,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,€ 104.81 per month,Apartment with shared street entrance (apartment),Resale property,1966,Flat roof covered with other,Living area56 m²Exterior space attached to the building4 m²,56 m²,4 m²,182 m³,2 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,6th floor,Elevator,E        What does this mean?,Double glazing,District heating,Long-term lease,Bought off for eternity,Alongside a quiet road and unobstructed surrounding view,Balcony present,Public parking,Yes,Yes,Yes (€ 104.81 per month),Yes,No,Yes,no
