header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Dr. J. Presserstraat 299,2552 LW Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88915996-dr-j-presserstraat-299/?navigateSource=resultlist,20220131_202840,"€ 415,000 kosten koper","€ 3,487    The asking price per m² (€ 415,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1982,Energie Prestatie Advies,Living area119 m²External storage space6 m²,119 m²,6 m²,160 m²,403 m³,5 rooms (4 bedrooms),3 stories,Rolldown shutters and TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",160 m²,Municipal long-term lease,Alongside a quiet road,"Back garden, front garden and side garden","52 m² (7,32 meter deep and 7,15 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,no
