header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,error
Kievitstraat 26,5932 VN Tegelen        ,https://www.funda.nl/en/koop/tegelen/huis-42432567-kievitstraat-26/?navigateSource=resultlist,20220128_042545,"€ 165,000 kosten koper","€ 2,357    The asking price per m² (€ 165,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1954,Gable roof,Living area70 m²Other space inside the building6 m²Exterior space attached to the building15 m²External storage space6 m²,70 m²,6 m²,15 m²,6 m²,135 m²,258 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,"2 stories, a/an attic and a basement",E            2.25What does this mean?,Double glazing,CH boiler,CH boiler,"AWB HR combi cv (gas-fired combination boiler from 2006, in ownership)",135 m² (part of parcel),Full ownership,In residential district and freestanding location,Back garden and front garden,"48 m² (8,2 meter deep and 5,8 meter broad)",Located at the west,Detached brick storage,Electricity,no
