header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,error
Zuidhoek 26 BA1A2,3082 PK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88997909-zuidhoek-26-ba1a2/?navigateSource=resultlist,20220126_005858,"€ 765,000 kosten koper","€ 3,060    The asking price per m² (€ 765,000) is calculated by dividing the asking price of the home by the living area (250 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available immediately,"Desirable residence/villa, row house",Resale property,1931-1944,Living area250 m²,250 m²,70 m²,650 m³,15 rooms (8 bedrooms),1 story,Not available,70 m²,Full ownership,no
