header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Ownership situation,Balcony/roof garden,Shed / storage,Type of garage,Capacity,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Borneolaan 167,1019 HX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88806447-borneolaan-167/?navigateSource=resultlist,20220130_201653,"€ 445,000 kosten koper","€ 5,933    The asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under offer,Available immediately,€ 124.64 per month,Mezzanine,Resale property,2002,Living area75 m²Exterior space attached to the building5 m²External storage space3 m²,75 m²,5 m²,3 m²,235 m³,2 rooms (1 bedroom),1 bathroom,Shower,1 story,1st floor,B        What does this mean?,District heating,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  15-07-2049),Balcony present,Built-in,Built-in and parking place,1 car,Electrical door,"Paid parking, parking on gated property and parking on private property",Yes,Yes,Yes (€ 124.64 per month),Yes,Yes,Yes,no
