header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Ownership situation.1,Ownership situation.2,Ownership situation.3,Location,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Koningswaard 17,3078 AA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42684567-koningswaard-17/?navigateSource=resultlist,20220128_063438,"€ 375,000 kosten koper","€ 3,538    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2011,Flat roof covered with asphalt roofing,Living area106 m²External storage space5 m²,106 m²,5 m²,375 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,1st floor,Elevator,A        What does this mean?,Double glazing and completely insulated,District heating,District heating,Full ownership,Full ownership,Full ownership,Full ownership,"Alongside a quiet road, in center and in residential district",Storage box,Parking place,Paid parking and parking garage,Yes,Yes,Yes,Yes,Yes,Yes,no
