header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Shed / storage,Type of parking facilities,error
Penthouse (Bouwnr. 54),3541 DZ Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-41809608-penthouse-bouwnr-54/?navigateSource=resultlist,20220131_153525,"€ 799,500 vrij op naam","€ 6,150    The asking price per m² (€ 799,500) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Penthouse,New property,2021,Woningborg garantiecertificaat,Living area130 m²,130 m²,390 m³,3 rooms (2 bedrooms),1 story,6th floor,Balanced ventilation system and solar panels,A        What does this mean?,"Roof insulation, triple glazed, double glazing, eco-building, partly double glazed, no cavity wall, mostly double glazed, energy efficient window, draft protection, insulated walls, floor insulation, completely insulated and secondary glazing","Complete floor heating, heat recovery unit and heat pump",Electrical boiler and electrical boiler (rental),Alongside park and in residential district,Sun terrace,"37 m² (2,95 meter deep and 12,5 meter broad)",Located at the southeast,Built-in,Parking garage,no
